year_of_arrival,flag,place_of_purchase,place_of_landing,percent_women,percent_children,percent_men,total_embarked,total_disembarked,resistance_label,vessel_name,captain's_name,voyage_id,sources
1838,Portugal / Brazil,"Lagos, Onim","Cuba, port unspecified",,,,328,240,,Provisional (a) Sin Igual,Pereira,1716,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/C/105<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'IUP,ST,16/A/134<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'IUP,ST,18/A1/21<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,Gallinhas,"Cuba, port unspecified",,,,237,213,,Constância,Rodrigues,1717,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/C/105<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'IUP,ST,16/A/134<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified","Cuba, port unspecified",,,,397,360,,Teresa,Sampaio,1718,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/C/105,106<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'IUP,ST,16/A/134<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified",Trinidad de Cuba,,,,222,200,,Amália,Alves,1719,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/C/105<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'IUP,ST,16/A/134<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified","Cuba, port unspecified",,,,237,213,,NS da Boa Viagem,Vilar,1720,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,18/A/39<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'IUP,ST,17/C/105,106<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'IUP,ST,16/A/134<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified",Santiago de Cuba,,,,297,269,,Escorpião (a) Voador,Carlos,1721,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/C/105<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'IUP,ST,16/A/134<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'FO84/208,Tolm\xe9,39.02.27,enc<><p><em>BNA</em> (kew)</p>']"
1838,Portugal / Brazil,"Africa., port unspecified","Cuba, port unspecified",,,,240,216,,Maria Segunda,,1776,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/C/105<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified","Cuba, port unspecified",,,,156,140,,Chiva,,1777,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/C/105<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified",Matanzas,,,,307,277,,Cerca,,1778,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/C/105<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,Mayumba,"Bahamas, port unspecified",0.07547,0.53302,0.39151,212,212,,Escorpião,"Elorriaga, Ângelo",1779,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'Bx.Mss,45/3<><i>Rhodes House Library</i> (Oxford, UK) Buxton manuscripts (Papers of Sir Thomas Fowell Buxton), British Empire Mss., s.444, vols. 17, 23-4, 26-34, 38-46', u'IUP,ST,20/A1/114-7<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'PP,1842,XLIV:18<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'Dalleo,24<>Dalleo, Peter D.,""Africans in the Caribbean: A Preliminary Reassessment of Recaptives in the Bahamas, 1811-1860,"" <i>Journal of the Bahamas Historical Society</i>, 6 (1984): 15-24.']"
1838,Portugal / Brazil,Princes Island,"Cuba, port unspecified",,,,587,528,,Trovão,Costa,1780,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/C/105<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified",Sagua,,,,323,291,,Jovem Luísa,Monso,1803,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,15/A/32<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified",Sagua,,,,243,219,,Madalena,Arriaga,1804,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/A/32<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,Princes Island,Sagua,,,,467,420,,Esperança,Saldanha,1805,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX']"
1838,Spain / Uruguay,Princes Island,Sagua,,,,506,455,,General Espartero,Bano,1806,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/A/32<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified",Sagua,,,,384,345,,Triunfo de Luanda,Mercill,1807,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'FO84/280,Tolm\xe9,39.02.27<><p><em>BNA</em> (kew)</p>', u'IUP,ST,17/A/32<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified",Sagua,,,,304,273,,Escorpião,Carlos,1808,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/A/32<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified",Sagua,,,,478,430,,Esperança,Saldanha,1809,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/A/32<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1838,Portugal / Brazil,"Africa., port unspecified",Sagua,,,,144,130,,Henriqueta,Garcia,1810,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX']"
1838,Portugal / Brazil,"Windward Coast, port unspecified",Sagua,,,,267,240,,Brilhante,Garcia,1811,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,17/A/32<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'FO84/272,Macaulay,Doch,39.11.15<><p><em>BNA</em> (kew)</p>']"
1838,Spain / Uruguay,River Brass,"Cuba, port unspecified",,,,300,1,,Estrella,,5046,"[u'Bx.Mss,45/38<><i>Rhodes House Library</i> (Oxford, UK) Buxton manuscripts (Papers of Sir Thomas Fowell Buxton), British Empire Mss., s.444, vols. 17, 23-4, 26-34, 38-46']"
1838,Portugal / Brazil,"Africa., port unspecified","Bahamas, port unspecified",,,,535,440,,Washington,,5502,"[u'Dalleo,24<>Dalleo, Peter D.,""Africans in the Caribbean: A Preliminary Reassessment of Recaptives in the Bahamas, 1811-1860,"" <i>Journal of the Bahamas Historical Society</i>, 6 (1984): 15-24.']"
1838,Spain / Uruguay,"Africa., port unspecified",Havana,,,,1265,1004,,Principeño,,46679,"[u'AHNM, Estado, leg. 8018, 27<><i>Archivo Hist\xf3rico Nacional</i> (Madrid, Spain)', u'AHNM, Estado, leg. 8019, 24<><i>Archivo Hist\xf3rico Nacional</i> (Madrid, Spain)']"
1839,Portugal / Brazil,"Africa., port unspecified",Kingston,,,,648,533,,Ulisses,"Fernandes, Antônio",2695,"[u'Bx.Mss,30/104<><i>Rhodes House Library</i> (Oxford, UK) Buxton manuscripts (Papers of Sir Thomas Fowell Buxton), British Empire Mss., s.444, vols. 17, 23-4, 26-34, 38-46', u'Bx.Mss,45/89,MorningJournal,39.12.13<><i>Rhodes House Library</i> (Oxford, UK) Buxton manuscripts (Papers of Sir Thomas Fowell Buxton), British Empire Mss., s.444, vols. 17, 23-4, 26-34, 38-46', u'FO84/439,Adm,42.05.11,enc<><p><em>BNA</em> (kew)</p>']"
1839,Portugal / Brazil,"Africa., port unspecified","Cuba, port unspecified",,,,535,440,,Firme,,2705,"[u'IUP,ST,21/A/149-51<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'FO84/248,Barker,38.02.20<><p><em>BNA</em> (kew)</p>']"
1839,Portugal / Brazil,"Africa., port unspecified","Cuba, port unspecified",,,,535,440,,Firme,,2706,"[u'IUP,ST,21/A/149-51<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'FO84/248,Barker,38.02.20<><p><em>BNA</em> (kew)</p>']"
1839,Spain / Uruguay,"Africa., port unspecified","Cuba, port unspecified",,,,411,369,,Brillante,"Silva, Víctor da",39039,"[u'AHNM, Ultramar, Leg. 3551, 6<><i>Archivo Hist\xf3rico Nacional</i> (Madrid, Spain)']"
1839,Spain / Uruguay,"Africa., port unspecified",Havana,,,,284,270,,Veloz,,46534,"[u'AHNM, Estado, leg. 8018, 9<><i>Archivo Hist\xf3rico Nacional</i> (Madrid, Spain)']"
1839,Portugal / Brazil,Mozambique,Mariel,,,,710,510,,Amália (a) Caballo Marino,Miquete,1781,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,18/A/39,41<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'IUP,ST,17/C/106<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'AHNM, Estado, leg. 8015, 34<><i>Archivo Hist\xf3rico Nacional</i> (Madrid, Spain)', u'AHNM, Estado, leg. 8019, 18<><i>Archivo Hist\xf3rico Nacional</i> (Madrid, Spain)']"
1839,Portugal / Brazil,Luanda,"Cuba, port unspecified",,,,244,220,,Dichosa,Seltos,1782,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,18/A/41<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1839,Portugal / Brazil,Mozambique,Havana,,,,1120,870,,Vênus (a) Duquesa de Bragança,Caelet,1783,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'Howard,214-62<><p>Howard, Warren S., <em>American Slaves and Federal Law, 1837-1862</em> (Berkeley, CA, 1963)</p>', u'IUP,ST,18/A/39,41<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).', u'SED,26-2,115:475-79<>United States Congress, <i>Senate Executive Document</i>, Session 26-2, Vols. 115, 125; 28-2, 150; 30-1, 28; 30-2, 61; 31-2, 6; 150; 34-1, 99; 35-1, 49; 37-2, 40; 37-2, 53.', u'Turnbull,436-38<>Turnbull, David, <i>Travels in the West: Cuba: with Notices of Porto Rico and the Slave Trade</i> (London, 1840).  ', u'Murray,105<>Murray, David, <i>Odious Commerce: Britain, Spain and the Abolition of the Cuban Slave Trade</i> (Cambridge, 1980).', u'ANTT,MNE,cx406,1839/40,Dois Amigos<><i>Instituto dos Arquivos Nacionais/Torre do Tombo</i> (Lisbon, Portugal) Minist\xe9rio de Neg\xf3cios Estrangeiros', u'AHNM, Estado, leg. 8015, 34<><i>Archivo Hist\xf3rico Nacional</i> (Madrid, Spain)']"
1839,Portugal / Brazil,"Lagos, Onim","Cuba, port unspecified",,,,252,227,,Josefina,,1784,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,18/A/39,41<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
1839,Portugal / Brazil,"Africa., port unspecified",Santiago de Cuba,,,,259,233,,Brilhante,Sánchez,1785,"[u'PP,1845,XLIX:593-633<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX', u'IUP,ST,18/A/41<>Great Britain, <i>Irish University Press Series of British Parliamentary Papers: Slave Trade</i>, vols. 1-90 (Shannon, 1969-74).']"
